,Date,home,visitor,hgoal,vgoal,goaldiff,result
1655,17/09/2016,Portland Timbers,Philadelphia Union,2,1,1,1
1656,18/09/2016,New York City,FC Dallas,2,2,0,0
1657,18/09/2016,Montreal Impact,New England Revolution,1,3,-2,-1
1658,18/09/2016,Orlando City,Columbus Crew,1,4,-3,-1
1659,18/09/2016,Colorado Rapids,San Jose Earthquakes,0,0,0,0
1660,18/09/2016,Real Salt Lake,Houston Dynamo,0,1,-1,-1
1661,18/09/2016,Sporting Kansas City,Los Angeles Galaxy,2,2,0,0
1662,18/09/2016,Toronto FC,New York Red Bulls,3,3,0,0
1663,24/09/2016,New York City,Chicago Fire,4,1,3,1
1664,24/09/2016,Toronto FC,Philadelphia Union,1,1,0,0
1665,25/09/2016,DC United,Orlando City,4,1,3,1
1666,25/09/2016,New York Red Bulls,Montreal Impact,1,0,1,1
1667,25/09/2016,Vancouver Whitecaps,Colorado Rapids,3,3,0,0
1668,25/09/2016,Houston Dynamo,Portland Timbers,3,1,2,1
1669,25/09/2016,Real Salt Lake,FC Dallas,0,0,0,0
1670,25/09/2016,San Jose Earthquakes,Sporting Kansas City,1,2,-1,-1
1671,25/09/2016,Los Angeles Galaxy,Seattle Sounders,2,4,-2,-1
1672,26/09/2016,Columbus Crew,New England Revolution,2,0,2,1
1673,29/09/2016,DC United,Columbus Crew,3,0,3,1
1674,29/09/2016,Montreal Impact,San Jose Earthquakes,3,1,2,1
1675,29/09/2016,Toronto FC,Orlando City,0,0,0,0
1676,29/09/2016,Seattle Sounders,Chicago Fire,1,0,1,1
1677,01/10/2016,Houston Dynamo,New York City,0,2,-2,-1
1678,02/10/2016,New York Red Bulls,Philadelphia Union,3,2,1,1
1679,02/10/2016,Columbus Crew,Chicago Fire,3,0,3,1
1680,02/10/2016,New England Revolution,Sporting Kansas City,3,1,2,1
1681,02/10/2016,Toronto FC,DC United,1,2,-1,-1
1682,02/10/2016,Colorado Rapids,Portland Timbers,1,0,1,1
1683,02/10/2016,FC Dallas,Los Angeles Galaxy,1,0,1,1
1684,02/10/2016,San Jose Earthquakes,Real Salt Lake,2,1,1,1
1685,02/10/2016,Orlando City,Montreal Impact,0,1,-1,-1
1686,03/10/2016,Vancouver Whitecaps,Seattle Sounders,1,2,-1,-1
1687,09/10/2016,Houston Dynamo,Colorado Rapids,2,3,-1,-1
1688,13/10/2016,Seattle Sounders,Houston Dynamo,0,0,0,0
1689,14/10/2016,Chicago Fire,Columbus Crew,2,2,0,0
1690,14/10/2016,Colorado Rapids,San Jose Earthquakes,2,1,1,1
1691,16/10/2016,Chicago Fire,New England Revolution,2,1,1,1
1692,16/10/2016,DC United,New York City,3,1,2,1
1693,16/10/2016,Montreal Impact,Toronto FC,2,2,0,0
1694,16/10/2016,New York Red Bulls,Columbus Crew,3,2,1,1
1695,16/10/2016,Philadelphia Union,Orlando City,0,2,-2,-1
1696,16/10/2016,FC Dallas,Seattle Sounders,2,1,1,1
1697,16/10/2016,Houston Dynamo,Los Angeles Galaxy,0,1,-1,-1
1698,16/10/2016,Portland Timbers,Colorado Rapids,1,0,1,1
1699,16/10/2016,Real Salt Lake,Sporting Kansas City,0,0,0,0
1700,16/10/2016,San Jose Earthquakes,Vancouver Whitecaps,0,0,0,0
1701,23/10/2016,Colorado Rapids,Houston Dynamo,1,1,0,0
1702,23/10/2016,Los Angeles Galaxy,FC Dallas,0,0,0,0
1703,23/10/2016,New England Revolution,Montreal Impact,3,0,3,1
1704,23/10/2016,New York City,Columbus Crew,4,1,3,1
1705,23/10/2016,Orlando City,DC United,4,2,2,1
1706,23/10/2016,Philadelphia Union,New York Red Bulls,0,2,-2,-1
1707,23/10/2016,Seattle Sounders,Real Salt Lake,2,1,1,1
1708,23/10/2016,Sporting Kansas City,San Jose Earthquakes,2,0,2,1
1709,23/10/2016,Toronto FC,Chicago Fire,3,2,1,1
1710,23/10/2016,Vancouver Whitecaps,Portland Timbers,4,1,3,1
1711,27/10/2016,Toronto FC,Philadelphia Union,3,1,2,1
1712,27/10/2016,Los Angeles Galaxy,Real Salt Lake,3,1,2,1
1713,28/10/2016,DC United,Montreal Impact,2,4,-2,-1
1714,28/10/2016,Seattle Sounders,Sporting Kansas City,1,0,1,1
1715,30/10/2016,Montreal Impact,New York Red Bulls,1,0,1,1
1716,30/10/2016,Los Angeles Galaxy,Colorado Rapids,1,0,1,1
1717,30/10/2016,Toronto FC,New York City,2,0,2,1
1718,31/10/2016,Seattle Sounders,FC Dallas,3,0,3,1
1719,06/11/2016,Colorado Rapids,Los Angeles Galaxy,1,0,1,1
1720,06/11/2016,New York Red Bulls,Montreal Impact,1,2,-1,-1
1721,06/11/2016,New York City,Toronto FC,0,5,-5,-1
1722,07/11/2016,FC Dallas,Seattle Sounders,2,1,1,1
1723,23/11/2016,Montreal Impact,Toronto FC,3,2,1,1
1724,23/11/2016,Seattle Sounders,Colorado Rapids,2,1,1,1
1725,27/11/2016,Colorado Rapids,Seattle Sounders,0,1,-1,-1
1726,01/12/2016,Toronto FC,Montreal Impact,3,2,1,1
1727,11/12/2016,Toronto FC,Seattle Sounders,0,0,0,0
1728,04/03/2017,Portland Timbers,Minnesota United,5,1,4,1
1729,04/03/2017,Columbus Crew,Chicago Fire,1,1,0,0
1730,04/03/2017,Los Angeles Galaxy,FC Dallas,1,2,-1,-1
1731,04/03/2017,Real Salt Lake,Toronto FC,0,0,0,0
1732,04/03/2017,Colorado Rapids,New England Revolution,1,0,1,1
1733,05/03/2017,DC United,Sporting Kansas City,0,0,0,0
1734,05/03/2017,Houston Dynamo,Seattle Sounders,2,1,1,1
1735,05/03/2017,San Jose Earthquakes,Montreal Impact,1,0,1,1
1736,05/03/2017,Orlando City,New York City,1,0,1,1
1737,06/03/2017,Atlanta United,New York Red Bulls,1,2,-1,-1
1738,06/03/2017,Vancouver Whitecaps,Philadelphia Union,0,0,0,0
1739,11/03/2017,Chicago Fire,Real Salt Lake,2,0,2,1
1740,11/03/2017,New York Red Bulls,Colorado Rapids,1,0,1,1
1741,11/03/2017,Philadelphia Union,Toronto FC,2,2,0,0
1742,12/03/2017,Montreal Impact,Seattle Sounders,2,2,0,0
1743,12/03/2017,Houston Dynamo,Columbus Crew,3,1,2,1
1744,12/03/2017,Sporting Kansas City,FC Dallas,0,0,0,0
1745,12/03/2017,San Jose Earthquakes,Vancouver Whitecaps,3,2,1,1
1746,12/03/2017,New York City,DC United,4,0,4,1
1747,12/03/2017,Minnesota United,Atlanta United,1,6,-5,-1
1748,12/03/2017,Los Angeles Galaxy,Portland Timbers,0,1,-1,-1
1749,18/03/2017,New York City,Montreal Impact,1,1,0,0
1750,18/03/2017,Atlanta United,Chicago Fire,4,0,4,1
1751,18/03/2017,Vancouver Whitecaps,Toronto FC,0,2,-2,-1
1752,18/03/2017,DC United,Columbus Crew,0,2,-2,-1
1753,18/03/2017,Orlando City,Philadelphia Union,2,1,1,1
1754,19/03/2017,FC Dallas,New England Revolution,2,1,1,1
1755,19/03/2017,Sporting Kansas City,San Jose Earthquakes,2,1,1,1
1756,19/03/2017,Colorado Rapids,Minnesota United,2,2,0,0
1757,19/03/2017,Real Salt Lake,Los Angeles Galaxy,1,2,-1,-1
1758,19/03/2017,Portland Timbers,Houston Dynamo,4,2,2,1
1759,19/03/2017,Seattle Sounders,New York Red Bulls,3,1,2,1
1760,25/03/2017,New England Revolution,Minnesota United,5,2,3,1
1761,25/03/2017,New York Red Bulls,Real Salt Lake,0,0,0,0
1762,25/03/2017,Columbus Crew,Portland Timbers,3,2,1,1
1763,01/04/2017,Toronto FC,Sporting Kansas City,0,0,0,0
1764,01/04/2017,Seattle Sounders,Atlanta United,0,0,0,0
1765,01/04/2017,New York City,San Jose Earthquakes,2,1,1,1
1766,01/04/2017,Chicago Fire,Montreal Impact,2,2,0,0
1767,01/04/2017,Columbus Crew,Orlando City,2,0,2,1
1768,02/04/2017,DC United,Philadelphia Union,2,1,1,1
1769,02/04/2017,Minnesota United,Real Salt Lake,4,2,2,1
1770,02/04/2017,Houston Dynamo,New York Red Bulls,4,1,3,1
1771,02/04/2017,Vancouver Whitecaps,Los Angeles Galaxy,4,2,2,1
1772,03/04/2017,Portland Timbers,New England Revolution,1,1,0,0
1773,08/04/2017,Los Angeles Galaxy,Montreal Impact,2,0,2,1
1774,08/04/2017,Chicago Fire,Columbus Crew,1,0,1,1
1775,08/04/2017,New England Revolution,Houston Dynamo,2,0,2,1
1776,08/04/2017,DC United,New York City,2,1,1,1
1777,09/04/2017,Philadelphia Union,Portland Timbers,1,3,-2,-1
1778,09/04/2017,Toronto FC,Atlanta United,2,2,0,0
1779,09/04/2017,FC Dallas,Minnesota United,2,0,2,1
1780,09/04/2017,Real Salt Lake,Vancouver Whitecaps,3,0,3,1
1781,09/04/2017,San Jose Earthquakes,Seattle Sounders,1,1,0,0
1782,09/04/2017,Orlando City,New York Red Bulls,1,0,1,1
1783,10/04/2017,Sporting Kansas City,Colorado Rapids,3,1,2,1
1784,15/04/2017,Philadelphia Union,New York City,0,2,-2,-1
1785,15/04/2017,Vancouver Whitecaps,Seattle Sounders,2,1,1,1
1786,15/04/2017,San Jose Earthquakes,FC Dallas,1,1,0,0
1787,15/04/2017,Montreal Impact,Atlanta United,2,1,1,1
1788,15/04/2017,Orlando City,Los Angeles Galaxy,2,1,1,1
1789,15/04/2017,Chicago Fire,New England Revolution,3,0,3,1
1790,16/04/2017,New York Red Bulls,DC United,2,0,2,1
1791,16/04/2017,Columbus Crew,Toronto FC,2,1,1,1
1792,16/04/2017,Houston Dynamo,Minnesota United,2,2,0,0
1793,16/04/2017,Colorado Rapids,Real Salt Lake,1,2,-1,-1
1794,16/04/2017,Portland Timbers,Sporting Kansas City,0,1,-1,-1
1795,20/04/2017,New England Revolution,San Jose Earthquakes,0,0,0,0
1796,22/04/2017,Toronto FC,Chicago Fire,3,1,2,1
1797,22/04/2017,Philadelphia Union,Montreal Impact,3,3,0,0
1798,22/04/2017,Houston Dynamo,San Jose Earthquakes,2,0,2,1
1799,22/04/2017,Portland Timbers,Vancouver Whitecaps,2,1,1,1
1800,23/04/2017,New England Revolution,DC United,2,2,0,0
1801,23/04/2017,New York Red Bulls,Columbus Crew,2,0,2,1
1802,23/04/2017,FC Dallas,Sporting Kansas City,1,0,1,1
1803,23/04/2017,Real Salt Lake,Atlanta United,1,3,-2,-1
1804,23/04/2017,New York City,Orlando City,1,2,-1,-1
1805,23/04/2017,Los Angeles Galaxy,Seattle Sounders,0,3,-3,-1
1806,23/04/2017,Minnesota United,Colorado Rapids,1,0,1,1
1807,29/04/2017,Toronto FC,Houston Dynamo,2,0,2,1
1808,29/04/2017,Montreal Impact,Vancouver Whitecaps,1,2,-1,-1
1809,29/04/2017,Orlando City,Colorado Rapids,2,0,2,1
1810,30/04/2017,Columbus Crew,New York City,2,3,-1,-1
1811,30/04/2017,New York Red Bulls,Chicago Fire,2,1,1,1
1812,30/04/2017,FC Dallas,Portland Timbers,2,2,0,0
1813,30/04/2017,Minnesota United,San Jose Earthquakes,0,1,-1,-1
1814,30/04/2017,Sporting Kansas City,Real Salt Lake,3,0,3,1
1815,30/04/2017,Seattle Sounders,New England Revolution,3,3,0,0
1816,30/04/2017,Los Angeles Galaxy,Philadelphia Union,0,0,0,0
1817,30/04/2017,Atlanta United,DC United,1,3,-2,-1
1818,04/05/2017,Toronto FC,Orlando City,2,1,1,1
1819,04/05/2017,Sporting Kansas City,New York Red Bulls,2,0,2,1
1820,06/05/2017,Colorado Rapids,Vancouver Whitecaps,0,1,-1,-1
1821,06/05/2017,Seattle Sounders,Toronto FC,0,1,-1,-1
1822,06/05/2017,DC United,Montreal Impact,0,1,-1,-1
1823,07/05/2017,Philadelphia Union,New York Red Bulls,3,0,3,1
1824,07/05/2017,Columbus Crew,New England Revolution,2,0,2,1
1825,07/05/2017,Houston Dynamo,Orlando City,4,0,4,1
1826,07/05/2017,Real Salt Lake,FC Dallas,0,3,-3,-1
1827,07/05/2017,Los Angeles Galaxy,Chicago Fire,2,2,0,0
1828,07/05/2017,San Jose Earthquakes,Portland Timbers,3,0,3,1
1829,07/05/2017,Minnesota United,Sporting Kansas City,2,0,2,1
1830,07/05/2017,New York City,Atlanta United,3,1,2,1
1831,11/05/2017,Columbus Crew,Toronto FC,1,2,-1,-1
1832,13/05/2017,Houston Dynamo,Vancouver Whitecaps,2,1,1,1
1833,13/05/2017,Toronto FC,Minnesota United,3,2,1,1
1834,13/05/2017,Colorado Rapids,San Jose Earthquakes,3,0,3,1
1835,13/05/2017,Montreal Impact,Columbus Crew,2,3,-1,-1
1836,14/05/2017,DC United,Philadelphia Union,0,4,-4,-1
1837,14/05/2017,Orlando City,Sporting Kansas City,2,2,0,0
1838,14/05/2017,New England Revolution,Real Salt Lake,4,0,4,1
1839,14/05/2017,Chicago Fire,Seattle Sounders,4,1,3,1
1840,14/05/2017,Portland Timbers,Atlanta United,1,1,0,0
1841,14/05/2017,New York Red Bulls,Los Angeles Galaxy,1,3,-2,-1
1842,15/05/2017,FC Dallas,New York City,1,1,0,0
1843,18/05/2017,Philadelphia Union,Houston Dynamo,2,0,2,1
1844,18/05/2017,Chicago Fire,Colorado Rapids,3,0,3,1
1845,18/05/2017,Sporting Kansas City,Seattle Sounders,3,0,3,1
1846,18/05/2017,Real Salt Lake,New York City,2,1,1,1
1847,18/05/2017,San Jose Earthquakes,Orlando City,1,1,0,0
1848,20/05/2017,New York Red Bulls,Toronto FC,1,1,0,0
1849,20/05/2017,Montreal Impact,Portland Timbers,4,1,3,1
1850,20/05/2017,DC United,Chicago Fire,0,1,-1,-1
1851,20/05/2017,Seattle Sounders,Real Salt Lake,1,0,1,1
1852,21/05/2017,Atlanta United,Houston Dynamo,4,1,3,1
1853,21/05/2017,Philadelphia Union,Colorado Rapids,2,1,1,1
1854,21/05/2017,Vancouver Whitecaps,Sporting Kansas City,2,0,2,1
1855,21/05/2017,FC Dallas,San Jose Earthquakes,0,1,-1,-1
1856,21/05/2017,New England Revolution,Columbus Crew,2,1,1,1
1857,21/05/2017,Minnesota United,Los Angeles Galaxy,1,2,-1,-1
1858,22/05/2017,Orlando City,New York City,0,3,-3,-1
1859,26/05/2017,Chicago Fire,FC Dallas,2,1,1,1
1860,27/05/2017,Toronto FC,Columbus Crew,5,0,5,1
1861,27/05/2017,Seattle Sounders,Portland Timbers,1,0,1,1
1862,28/05/2017,Vancouver Whitecaps,DC United,0,1,-1,-1
1863,28/05/2017,New York Red Bulls,New England Revolution,2,1,1,1
1864,28/05/2017,Colorado Rapids,Sporting Kansas City,1,0,1,1
1865,28/05/2017,Minnesota United,Orlando City,1,0,1,1
1866,28/05/2017,Real Salt Lake,Philadelphia Union,1,0,1,1
1867,28/05/2017,San Jose Earthquakes,Los Angeles Galaxy,2,4,-2,-1
1868,28/05/2017,Atlanta United,New York City,3,1,2,1
1869,29/05/2017,FC Dallas,Houston Dynamo,0,0,0,0
1870,01/06/2017,Columbus Crew,Seattle Sounders,3,0,3,1
1871,01/06/2017,New York City,New England Revolution,2,2,0,0
1872,01/06/2017,Orlando City,DC United,2,0,2,1
1873,01/06/2017,Houston Dynamo,Real Salt Lake,5,1,4,1
1874,03/06/2017,Portland Timbers,San Jose Earthquakes,2,0,2,1
1875,03/06/2017,New York City,Philadelphia Union,2,1,1,1
1876,03/06/2017,Sporting Kansas City,Minnesota United,3,0,3,1
1877,03/06/2017,Vancouver Whitecaps,Atlanta United,3,1,2,1
1878,04/06/2017,DC United,Los Angeles Galaxy,0,0,0,0
1879,04/06/2017,Montreal Impact,New York Red Bulls,1,0,1,1
1880,04/06/2017,New England Revolution,Toronto FC,3,0,3,1
1881,04/06/2017,FC Dallas,Real Salt Lake,6,2,4,1
1882,04/06/2017,Colorado Rapids,Columbus Crew,2,1,1,1
1883,05/06/2017,Orlando City,Chicago Fire,0,0,0,0
1884,05/06/2017,Seattle Sounders,Houston Dynamo,1,0,1,1
1885,10/06/2017,Chicago Fire,Atlanta United,2,0,2,1
1886,11/06/2017,Sporting Kansas City,Montreal Impact,1,1,0,0
1887,11/06/2017,Portland Timbers,FC Dallas,2,0,2,1
1888,17/06/2017,New York City,Seattle Sounders,2,1,1,1
1889,18/06/2017,Atlanta United,Columbus Crew,3,1,2,1
1890,18/06/2017,New England Revolution,Chicago Fire,1,2,-1,-1
1891,18/06/2017,Orlando City,Montreal Impact,3,3,0,0
1892,18/06/2017,Toronto FC,DC United,2,0,2,1
1893,18/06/2017,San Jose Earthquakes,Sporting Kansas City,0,0,0,0
1894,18/06/2017,Colorado Rapids,Portland Timbers,2,1,1,1
1895,18/06/2017,Real Salt Lake,Minnesota United,1,0,1,1
1896,18/06/2017,Vancouver Whitecaps,FC Dallas,1,1,0,0
1897,18/06/2017,Los Angeles Galaxy,Houston Dynamo,2,2,0,0
1898,18/06/2017,Philadelphia Union,New York Red Bulls,0,2,-2,-1
1899,22/06/2017,DC United,Atlanta United,2,1,1,1
1900,22/06/2017,Minnesota United,Portland Timbers,3,2,1,1
1901,22/06/2017,Colorado Rapids,Los Angeles Galaxy,1,3,-2,-1
1902,22/06/2017,Seattle Sounders,Orlando City,1,1,0,0
1903,24/06/2017,Toronto FC,New England Revolution,2,0,2,1
1904,24/06/2017,Houston Dynamo,FC Dallas,1,1,0,0
1905,24/06/2017,New York Red Bulls,New York City,0,2,-2,-1
1906,25/06/2017,Atlanta United,Colorado Rapids,1,0,1,1
1907,25/06/2017,Philadelphia Union,DC United,1,0,1,1
1908,25/06/2017,Columbus Crew,Montreal Impact,4,1,3,1
1909,25/06/2017,Minnesota United,Vancouver Whitecaps,2,2,0,0
1910,25/06/2017,Chicago Fire,Orlando City,4,0,4,1
1911,25/06/2017,Los Angeles Galaxy,Sporting Kansas City,1,2,-1,-1
1912,25/06/2017,San Jose Earthquakes,Real Salt Lake,2,1,1,1
1913,26/06/2017,Portland Timbers,Seattle Sounders,2,2,0,0
1914,30/06/2017,New York City,Minnesota United,3,1,2,1
1915,01/07/2017,Real Salt Lake,Orlando City,0,1,-1,-1
1916,02/07/2017,Chicago Fire,Vancouver Whitecaps,4,0,4,1
1917,02/07/2017,FC Dallas,Toronto FC,3,1,2,1
1918,02/07/2017,Montreal Impact,DC United,2,0,2,1
1919,02/07/2017,Sporting Kansas City,Portland Timbers,1,1,0,0
1920,02/07/2017,Columbus Crew,Atlanta United,0,2,-2,-1
1921,02/07/2017,Colorado Rapids,Houston Dynamo,3,1,2,1
1922,02/07/2017,San Jose Earthquakes,Los Angeles Galaxy,2,1,1,1
1923,02/07/2017,Philadelphia Union,New England Revolution,3,0,3,1
1924,05/07/2017,Atlanta United,San Jose Earthquakes,4,2,2,1
1925,05/07/2017,Minnesota United,Columbus Crew,0,1,-1,-1
1926,05/07/2017,FC Dallas,DC United,4,2,2,1
1927,05/07/2017,Colorado Rapids,Seattle Sounders,1,3,-2,-1
1928,05/07/2017,Los Angeles Galaxy,Real Salt Lake,2,6,-4,-1
1929,06/07/2017,New England Revolution,New York Red Bulls,2,3,-1,-1
1930,06/07/2017,Orlando City,Toronto FC,1,3,-2,-1
1931,06/07/2017,Houston Dynamo,Montreal Impact,3,1,2,1
1932,06/07/2017,Vancouver Whitecaps,New York City,3,2,1,1
1933,06/07/2017,Portland Timbers,Chicago Fire,2,2,0,0
1934,07/07/2017,Sporting Kansas City,Philadelphia Union,1,1,0,0
1935,20/07/2017,Montreal Impact,Philadelphia Union,2,1,1,1
1936,20/07/2017,New York City,Toronto FC,2,2,0,0
1937,20/07/2017,New York Red Bulls,San Jose Earthquakes,5,1,4,1
1938,20/07/2017,Minnesota United,Houston Dynamo,0,0,0,0
1939,20/07/2017,Los Angeles Galaxy,Vancouver Whitecaps,0,1,-1,-1
1940,20/07/2017,Portland Timbers,Real Salt Lake,1,4,-3,-1
1941,20/07/2017,Seattle Sounders,DC United,4,3,1,1
1942,22/07/2017,Orlando City,Atlanta United,0,1,-1,-1
1943,22/07/2017,New York City,Chicago Fire,2,1,1,1
1944,22/07/2017,Minnesota United,New York Red Bulls,0,3,-3,-1
1945,23/07/2017,DC United,Houston Dynamo,1,3,-2,-1
1946,23/07/2017,Toronto FC,Colorado Rapids,1,1,0,0
1947,23/07/2017,Columbus Crew,Philadelphia Union,1,0,1,1
1948,23/07/2017,Montreal Impact,FC Dallas,1,2,-1,-1
1949,23/07/2017,New England Revolution,Los Angeles Galaxy,4,3,1,1
1950,23/07/2017,Real Salt Lake,Sporting Kansas City,1,1,0,0
1951,23/07/2017,Vancouver Whitecaps,Portland Timbers,1,2,-1,-1
1952,24/07/2017,Seattle Sounders,San Jose Earthquakes,3,0,3,1
1953,27/07/2017,Philadelphia Union,Columbus Crew,3,0,3,1
1954,29/07/2017,Atlanta United,Orlando City,1,1,0,0
1955,30/07/2017,New England Revolution,Philadelphia Union,3,0,3,1
1956,30/07/2017,New York Red Bulls,Montreal Impact,4,0,4,1
1957,30/07/2017,FC Dallas,Vancouver Whitecaps,0,4,-4,-1
1958,30/07/2017,Houston Dynamo,Portland Timbers,2,2,0,0
1959,30/07/2017,Minnesota United,DC United,4,0,4,1
1960,30/07/2017,Real Salt Lake,Columbus Crew,2,2,0,0
1961,30/07/2017,San Jose Earthquakes,Colorado Rapids,1,0,1,1
1962,30/07/2017,Sporting Kansas City,Chicago Fire,3,2,1,1
1963,30/07/2017,Los Angeles Galaxy,Seattle Sounders,0,0,0,0
1964,30/07/2017,Toronto FC,New York City,4,0,4,1
1965,06/08/2017,DC United,Toronto FC,1,1,0,0
1966,06/08/2017,Philadelphia Union,FC Dallas,3,1,2,1
1967,06/08/2017,Montreal Impact,Orlando City,2,1,1,1
1968,06/08/2017,Minnesota United,Seattle Sounders,0,4,-4,-1
1969,06/08/2017,Chicago Fire,New England Revolution,4,1,3,1
1970,06/08/2017,Colorado Rapids,Vancouver Whitecaps,2,2,0,0
1971,06/08/2017,Real Salt Lake,Houston Dynamo,0,0,0,0
1972,06/08/2017,San Jose Earthquakes,Columbus Crew,2,1,1,1
1973,06/08/2017,Portland Timbers,Los Angeles Galaxy,3,1,2,1
1974,06/08/2017,New York City,New York Red Bulls,3,2,1,1
1975,07/08/2017,Sporting Kansas City,Atlanta United,1,1,0,0
1976,12/08/2017,Seattle Sounders,Sporting Kansas City,1,0,1,1
1977,12/08/2017,Toronto FC,Portland Timbers,4,1,3,1
1978,13/08/2017,Columbus Crew,Chicago Fire,3,1,2,1
1979,13/08/2017,New York Red Bulls,Orlando City,3,1,2,1
1980,13/08/2017,FC Dallas,Colorado Rapids,0,0,0,0
1981,13/08/2017,New England Revolution,Vancouver Whitecaps,1,0,1,1
1982,13/08/2017,Philadelphia Union,Montreal Impact,0,3,-3,-1
1983,13/08/2017,Houston Dynamo,San Jose Earthquakes,3,0,3,1
1984,13/08/2017,Los Angeles Galaxy,New York City,0,2,-2,-1
1985,14/08/2017,DC United,Real Salt Lake,0,1,-1,-1
1986,17/08/2017,Montreal Impact,Chicago Fire,3,0,3,1
1987,19/08/2017,Portland Timbers,New York Red Bulls,2,0,2,1
1988,20/08/2017,Montreal Impact,Real Salt Lake,3,1,2,1
1989,20/08/2017,Orlando City,Columbus Crew,1,1,0,0
1990,20/08/2017,Chicago Fire,Toronto FC,1,3,-2,-1
1991,20/08/2017,Sporting Kansas City,FC Dallas,2,0,2,1
1992,20/08/2017,Colorado Rapids,DC United,0,1,-1,-1
1993,20/08/2017,Vancouver Whitecaps,Houston Dynamo,2,1,1,1
1994,20/08/2017,San Jose Earthquakes,Philadelphia Union,2,2,0,0
1995,20/08/2017,New York City,New England Revolution,2,1,1,1
1996,21/08/2017,Seattle Sounders,Minnesota United,2,1,1,1
1997,24/08/2017,Columbus Crew,Los Angeles Galaxy,2,0,2,1
1998,24/08/2017,DC United,Atlanta United,1,0,1,1
1999,24/08/2017,FC Dallas,Houston Dynamo,3,3,0,0
2000,24/08/2017,Toronto FC,Philadelphia Union,3,0,3,1
2001,24/08/2017,Real Salt Lake,San Jose Earthquakes,4,0,4,1
2002,24/08/2017,Vancouver Whitecaps,Seattle Sounders,1,1,0,0
2003,24/08/2017,Portland Timbers,Colorado Rapids,2,1,1,1
2004,26/08/2017,New York Red Bulls,New York City,1,1,0,0
2005,27/08/2017,DC United,New England Revolution,1,0,1,1
2006,27/08/2017,Philadelphia Union,Atlanta United,2,2,0,0
2007,27/08/2017,Columbus Crew,FC Dallas,2,1,1,1
2008,27/08/2017,Orlando City,Vancouver Whitecaps,1,2,-1,-1
2009,27/08/2017,Chicago Fire,Minnesota United,1,2,-1,-1
2010,27/08/2017,Real Salt Lake,Colorado Rapids,4,1,3,1
2011,27/08/2017,Montreal Impact,Toronto FC,1,3,-2,-1
2012,28/08/2017,Los Angeles Galaxy,San Jose Earthquakes,0,3,-3,-1
2013,28/08/2017,Seattle Sounders,Portland Timbers,1,1,0,0
2014,03/09/2017,Montreal Impact,Chicago Fire,0,1,-1,-1
2015,03/09/2017,New England Revolution,Orlando City,4,0,4,1
2016,03/09/2017,FC Dallas,New York Red Bulls,2,2,0,0
2017,03/09/2017,Los Angeles Galaxy,Colorado Rapids,3,0,3,1
2018,07/09/2017,New York City,Sporting Kansas City,1,0,1,1
2019,09/09/2017,Chicago Fire,New York Red Bulls,1,1,0,0
2020,09/09/2017,Toronto FC,San Jose Earthquakes,4,0,4,1
2021,09/09/2017,New York City,Portland Timbers,0,1,-1,-1
2022,10/09/2017,DC United,Orlando City,1,2,-1,-1
2023,10/09/2017,New England Revolution,Montreal Impact,1,0,1,1
2024,10/09/2017,Minnesota United,Philadelphia Union,1,1,0,0
2025,10/09/2017,Houston Dynamo,Colorado Rapids,0,1,-1,-1
2026,10/09/2017,Vancouver Whitecaps,Real Salt Lake,3,2,1,1
2027,10/09/2017,Columbus Crew,Sporting Kansas City,1,1,0,0
2028,10/09/2017,Atlanta United,FC Dallas,3,0,3,1
2029,11/09/2017,Seattle Sounders,Los Angeles Galaxy,1,1,0,0
2030,14/09/2017,Atlanta United,New England Revolution,7,0,7,1
2031,14/09/2017,Vancouver Whitecaps,Minnesota United,3,0,3,1
2032,16/09/2017,Atlanta United,Orlando City,3,3,0,0
2033,17/09/2017,Vancouver Whitecaps,Columbus Crew,2,2,0,0
2034,17/09/2017,Montreal Impact,Minnesota United,2,3,-1,-1
2035,17/09/2017,FC Dallas,Seattle Sounders,0,0,0,0
2036,17/09/2017,Chicago Fire,DC United,3,0,3,1
2037,17/09/2017,Sporting Kansas City,New England Revolution,3,1,2,1
2038,17/09/2017,Colorado Rapids,New York City,1,1,0,0
2039,17/09/2017,Real Salt Lake,Portland Timbers,2,1,1,1
2040,17/09/2017,Los Angeles Galaxy,Toronto FC,0,4,-4,-1
2041,17/09/2017,San Jose Earthquakes,Houston Dynamo,1,0,1,1
2042,17/09/2017,New York Red Bulls,Philadelphia Union,0,0,0,0
2043,21/09/2017,Atlanta United,Los Angeles Galaxy,4,0,4,1
2044,21/09/2017,Toronto FC,Montreal Impact,3,5,-2,-1
2045,23/09/2017,New York City,Houston Dynamo,1,1,0,0
2046,23/09/2017,New England Revolution,Toronto FC,2,1,1,1
2047,24/09/2017,DC United,San Jose Earthquakes,4,0,4,1
2048,24/09/2017,Philadelphia Union,Chicago Fire,3,1,2,1
2049,24/09/2017,Columbus Crew,New York Red Bulls,3,2,1,1
2050,24/09/2017,Minnesota United,FC Dallas,4,1,3,1
2051,24/09/2017,Real Salt Lake,Seattle Sounders,2,0,2,1
2052,24/09/2017,Vancouver Whitecaps,Colorado Rapids,2,1,1,1
2053,24/09/2017,Sporting Kansas City,Los Angeles Galaxy,2,1,1,1
2054,24/09/2017,Atlanta United,Montreal Impact,2,0,2,1
2055,25/09/2017,Portland Timbers,Orlando City,3,0,3,1
